"Date","Game","Team","Opponent","Home","Win","TeamGroup","OppGroup","Dim.1","Dim.2","Dim.3","Dim.4","Dim.5","Dim.6","Dim.7","Dim.8"
"2015-01-16","40","ATL","TOR","0","1","3","4",2.83506248350592,-3.67112431493223,0.703750325155243,0.846995758902138,0.395504332035254,0.28776465927457,-1.05922547918994,0.434059709313426
"2015-01-17","41","ATL","CHI","0","1","3","2",1.33142452966154,-0.646103462470379,-0.606690444380697,0.941267464014346,-1.28149585567047,0.669398885250641,0.553394700057796,0.631173258051706
"2015-01-19","42","ATL","DET","1","1","3","1",-1.85924596393739,-2.03445044064799,-0.489385765915265,3.41302370896711,0.713455836870493,0.40596875279101,0.0104691260640014,-2.32692828887606
"2015-01-21","43","ATL","IND","1","1","3","2",0.508606608331645,-2.17701330755412,1.6471097095948,0.738126969784015,-1.17550489863344,-0.527553211049468,-0.326907533564665,0.271291440545593
"2015-01-23","44","ATL","OKC","1","1","3","4",0.793298418936438,-1.00388401537541,-0.199806475904187,-1.9169101463492,0.273204121746711,1.67375878218736,-1.08474614912876,0.462194440282072
"2015-01-25","45","ATL","MIN","1","1","3","3",3.18563292171436,-0.844815739126066,-0.654011908687455,1.57115528255101,-0.290521833757125,-0.114654441793593,0.545667100765983,-0.454299821224443
"2015-01-28","46","ATL","BRK","1","1","3","1",1.37481371752984,-0.275226187173417,-1.80959397991005,-1.43644592834311,-0.328206481547773,0.254526239088859,0.0587329758780581,1.69767811141311
"2015-01-30","47","ATL","POR","1","1","3","3",1.19400712867172,-0.536117374344803,0.810835235192638,1.37392284982326,-0.742483008249554,0.553674424587914,-0.333970520026311,-0.352618416431281
"2015-01-31","48","ATL","PHI","1","1","3","1",-0.6749660790238,-0.28863243098701,-0.631461885535602,0.222749863018832,0.116008065620258,-0.654290620340954,0.241040805411256,-1.18444015930363
"2015-02-02","49","ATL","NOP","0","0","3","4",0.475385320318129,2.04811515687158,-2.0218882204865,2.62930589961437,1.11916121373122,1.59522795879261,-0.152407694396945,0.949706096672759
"2015-02-04","50","ATL","WAS","1","1","3","3",0.586455238600711,-1.02472840327079,-0.191752510654934,-0.844352879926088,-0.713685342672273,-1.74586421078284,0.0213728763363443,-0.934230806910847
"2015-02-06","51","ATL","GSW","1","1","3","4",1.07968889699359,-1.02658889188259,0.972721729422838,2.70438478568427,0.951667700355876,1.34263824324994,1.55620110160599,0.674465634016888
"2015-02-09","53","ATL","MIN","0","1","3","3",-0.135289402333788,-1.39897568682065,0.727689445432572,3.27214145521867,0.0353105487868418,1.59177826330785,0.998732022674418,1.6644523878297
"2015-02-20","55","ATL","TOR","1","0","3","4",-3.24339775324504,2.35302167902939,1.17252874463584,-1.8393161819258,2.08510128419167,3.10654074702996,-0.270411847023282,-0.0846463329345597
"2015-02-22","56","ATL","MIL","0","1","3","2",-1.23169573123995,0.442150693597647,2.81447076352089,-0.630294695503564,-1.50431110691642,0.0551006654686346,-1.61548613901974,2.35560527829975
"2015-02-27","58","ATL","ORL","1","1","3","1",0.295232826702667,-0.469343963012937,1.47036119116548,-0.298865670577775,-0.543228482791977,2.08031377876437,-0.625189129421392,-1.44215906487029
"2015-03-03","60","ATL","HOU","1","1","3","4",-0.131156290909774,0.296314367124653,-1.28698055451009,-1.31112665695221,0.410050840328229,1.03892370352274,0.281440445886977,-1.13518027903623
"2015-03-07","62","ATL","PHI","0","0","3","1",-1.66837811623776,-1.3821986910651,1.14404163750527,1.00062466540699,2.97014962821981,2.44485289174565,-1.3971292765177,-1.38116664745411
"2015-03-11","64","ATL","DEN","0","0","3","3",0.908182705637301,2.18723879633838,1.66875932071914,1.44000382875953,0.465807994911713,0.247289137614708,-1.3026597091539,1.93192123929833
"2015-03-13","65","ATL","PHO","0","1","3","1",0.185724139699649,-0.995102209196168,0.296207660959179,1.75943251306943,-0.563040196485817,0.66494573475261,-0.812671024685264,-0.389573252002841
"2015-03-20","69","ATL","OKC","0","0","3","4",2.24012507793607,0.744284192290848,-0.6520782859874,1.30875019130449,0.342524486310766,0.312022327277822,-0.575247818634815,1.08773077843366
"2015-03-25","71","ATL","ORL","0","1","3","1",-1.29772657066267,-1.08597646074758,-0.0712112238700518,0.266502091932246,-0.903898167364589,0.657209736338171,-1.66702926043911,-0.410053210989066
"2015-03-27","72","ATL","MIA","1","1","3","2",0.783550076671634,-1.68656597289104,1.52532752778844,1.16072599146745,-0.435175257949108,0.978351144727212,-1.37254749884556,-0.291936252929779
"2015-03-28","73","ATL","CHO","0","0","3","3",3.02080809089065,0.623255719728981,-2.06752302608492,0.443094019583594,0.00271664652805219,1.16050483025959,0.30129002501157,0.841065723277932
"2015-03-31","75","ATL","DET","0","0","3","1",1.33096950596102,0.921600491276003,0.364559725054404,-1.50994814115548,0.3299777542392,1.42283579741606,-0.910890914303004,-1.50999941063778
"2015-04-07","77","ATL","PHO","1","1","3","1",-1.85499806382143,-1.80924828569912,-0.734858588006929,-0.667830325073387,-1.35228374288624,0.521644777090644,-2.79314254351994,-1.25745068818534
"2015-04-08","78","ATL","BRK","0","1","3","1",1.07547052018837,-1.09218229112665,0.0463923616281505,1.36236756592593,-0.308915899573505,1.40659744217943,0.82024372736878,0.137586941968777
"2015-04-10","79","ATL","CHO","1","1","3","3",-0.192528362884322,-2.28066891212702,-0.0506232026712482,0.582956632445758,-0.304323131594007,1.10098935517875,-0.519549064071787,-1.18097476878972
"2015-04-13","81","ATL","NYK","1","0","3","1",2.38628778427485,2.50459262826451,0.164423875284563,0.896051499110702,-1.13035519207102,1.47646055315892,0.796130509005878,0.109758799672994
"2014-10-29","1","BOS","BRK","1","1","3","1",1.55058024298782,-0.639973900945568,1.36707533555372,1.48872030971125,-1.49318131435759,-0.42518169490452,0.905201516800006,-0.0600195812070528
"2014-11-01","2","BOS","HOU","0","0","3","4",-3.09059842183089,1.68672836626363,0.66075049743858,0.735073523679153,-0.710446878268491,-0.635612532151259,0.204283948949238,1.01307841440507
"2014-11-03","3","BOS","DAL","0","0","3","2",0.585103812105154,1.91736198641142,0.769899211904459,-1.69954976350107,-2.55252704909108,1.83946225069402,1.40036806239923,1.04937581008911
"2014-11-05","4","BOS","TOR","1","0","3","4",1.17653456900388,-0.623288409539423,1.19785308064459,-5.39332823690943,0.0706298251272983,-0.95402139287087,-0.36359997722741,1.21626043405551
"2014-11-07","5","BOS","IND","1","1","3","2",0.400081916106532,-0.640066861418224,-1.54540712176186,1.19011386474772,-0.338541312189679,-0.428770006667789,-1.12058524153692,1.93544673319353
"2014-11-08","6","BOS","CHI","0","1","3","2",1.87166288891141,-0.706673220498881,-1.71864870032667,-0.382016220959997,0.372331972618683,0.432792686354248,0.302167622436098,-1.64853292894884
"2014-11-12","7","BOS","OKC","1","0","3","4",2.13825041446246,0.461691763662664,-3.02250399217159,0.9621387587226,-0.204754907419596,-0.370767907152175,-0.8534835546932,0.582670937576419
"2014-11-14","8","BOS","CLE","1","0","3","4",2.16275927116455,-0.527643273961149,-0.234061584351893,-0.0360507647873863,-0.369311738251686,-1.15658519860556,0.901218067961627,0.222363116940814
"2014-11-17","9","BOS","PHO","1","0","3","1",2.04091132630387,0.249131029823909,2.36261209490158,-0.548418816639637,-0.217528625392662,0.618407097061997,0.86625271383637,-0.717290965406561
"2014-11-19","10","BOS","PHI","0","1","3","1",0.347728056856995,-1.51034701929133,1.21071678049028,0.356769970725948,-0.276209419637955,0.415367191925916,-0.141693874918185,-1.68496989082545
"2014-11-23","12","BOS","POR","1","0","3","3",-1.45991356496104,1.61088971363641,-0.675554384341654,1.67007404793172,-0.992354561786146,0.522211519550277,-2.34114786695709,-0.835589523862842
"2014-11-30","14","BOS","SAS","1","0","3","4",0.211144586968946,1.14297186627402,-0.340825189508348,-0.415904584489063,0.851677942730237,0.946587519114432,-0.831873527690707,0.44678813310124
"2014-12-02","15","BOS","ATL","0","0","3","3",3.84470953052947,0.643871478002527,1.83456310402589,-1.48278129811726,-0.75187418525162,2.03632150822942,0.072887459342962,1.21396938687792
"2014-12-05","17","BOS","LAL","1","1","3","1",0.368380318384256,-1.71433610620943,-1.25378330890706,-1.2226316869287,-1.74728178599202,-0.409862024143556,0.21414361792452,-1.68380772421441
"2014-12-07","18","BOS","WAS","1","1","3","3",-2.20206646089524,-0.701309766007562,0.491903331284199,1.59086491269368,-0.244132637326178,0.885998344138095,0.604275772465469,0.415384815597276
"2014-12-08","19","BOS","WAS","0","0","3","3",0.55046844110542,1.01610631634569,4.23979497246758,1.19038703077694,-1.31668804249076,-0.00297277526124062,1.90096823244349,1.41746355958745
"2014-12-10","20","BOS","CHO","0","0","3","3",-0.433133677173375,-0.713733924857715,-1.66445893024815,-0.501360587273341,0.437504619902639,-1.676764127624,-0.673474706426465,-1.55308747357135
"2014-12-12","21","BOS","NYK","1","0","3","1",0.862916864627407,0.679946198470546,0.54916161120064,-1.54064681912181,1.44252627901494,0.584976922198378,-0.0227011352509167,0.378622808416911
"2014-12-17","23","BOS","ORL","1","1","3","1",1.18736243377229,-2.61990205931169,-0.151357992665825,-0.0840944686552575,-0.126483457024863,0.145080101940293,-1.69629051004841,0.229900781217492
"2014-12-21","25","BOS","MIA","0","0","3","2",-0.0729081746924321,0.486501150263465,-0.97127368486103,-1.83306043066847,0.0343841616605614,-0.200454822504194,-1.80300727339639,-0.402821859141948
"2014-12-23","26","BOS","ORL","0","0","3","1",-0.276684384427078,1.06821942866398,0.0350484426238577,0.314577257567561,-0.638563066854159,-0.444891834118917,-0.0802387668667815,-0.894040105835103
"2014-12-26","27","BOS","BRK","1","0","3","1",1.81291319963272,-1.63635088117776,0.415400378289455,1.08335640567574,0.694439730009353,0.634252748857208,-0.501809956073261,-1.15813522135863
"2014-12-31","29","BOS","SAC","1","1","3","2",-2.08365596543132,-2.84353463548848,0.149618242983169,0.389083473931884,-1.04001815661018,0.104189367164388,-0.824414693479998,-0.0198310541605574
"2015-01-02","30","BOS","DAL","1","0","3","2",0.426944468932923,0.74966310010907,-0.669285440533545,1.35421391936082,1.76950313006617,-0.574526741340378,0.447282156452738,-0.0154893457849545
"2015-01-03","31","BOS","CHI","0","0","3","2",-3.51518211566396,-1.83441054413128,1.53209854661947,1.59745279738046,2.10295105469001,1.36306560862033,0.550806132082596,0.806061072172229
"2015-01-05","32","BOS","CHO","1","0","3","3",-0.390340471186154,1.12738391327866,-1.45845224356981,2.5933778030262,-0.798845247899012,-0.283734241347987,0.719237217720901,2.00070615979687
"2015-01-07","33","BOS","BRK","0","1","3","1",-1.74903340294885,0.111802028371526,-1.27893318854449,1.963238968957,-1.41715861813279,-1.25372868834945,-0.207558918277221,-0.146228518154554
"2015-01-09","34","BOS","IND","0","0","3","2",-3.05828585057279,0.05578987424916,-0.350709381069923,1.74277578269713,-0.707122612660338,0.940392487386283,1.22176985957469,1.28484413857514
"2015-01-10","35","BOS","TOR","0","0","3","4",-0.608335460044621,0.571113290958344,0.437301106040656,0.249849831653339,1.20040577162594,0.729065715694119,1.08121003605547,-0.56676894993227
"2015-01-12","36","BOS","NOP","1","1","3","4",-1.50951839383627,0.189160664233657,0.3545126502149,0.700867999840268,-0.910089060730523,-0.0463840786757411,0.842467480107722,1.63215205057282
"2015-01-14","37","BOS","ATL","1","0","3","3",0.888488096492019,1.23408311437323,0.3724123760661,-2.19614795278143,0.574511530973857,0.0720279539255273,-1.51518467723237,0.807569062442138
"2015-01-16","38","BOS","CHI","1","0","3","2",2.58198562193046,0.99522123308988,-0.798918001234505,-2.10179062510779,0.831563555549225,1.80942375403886,-0.327337405809784,0.923990884231096
"2015-01-19","39","BOS","LAC","0","0","3","4",0.42556947271696,1.72818227973393,-1.42551514827374,-0.385778721031278,-0.0314448912847787,1.9545172266813,-0.282419991720444,-0.0431715462995983
"2015-01-22","40","BOS","POR","0","1","3","3",-1.35741820188423,-1.4459352611894,-0.61799745854648,-0.40567753820374,0.435715959707167,0.839506892479516,-0.963821994655073,-0.590643201432217
"2015-01-23","41","BOS","DEN","0","1","3","3",-0.682038098085983,-1.82838099651543,0.0076899261854781,1.11994829933537,1.35233683906978,-0.450706735561051,0.649523683639275,-1.01947255963088
"2015-01-25","42","BOS","GSW","0","0","3","4",0.0488083238600768,0.887428434966862,-0.216791974904546,-0.881280026223696,0.423344989355114,0.138615573139878,0.463858153077371,-0.0084224549741251
"2015-01-28","44","BOS","MIN","0","0","3","3",0.933390837120328,0.367136375670349,-0.804192623886918,0.343501019379575,-0.255731220990474,-0.214746210691945,-1.62589789562934,0.146557997615166
"2015-01-30","45","BOS","HOU","1","0","3","4",-2.73786573152659,0.978869596741496,-0.547117991473653,0.613913977281718,-0.429446055856022,-0.47817192937906,-0.301610017969578,-0.585911749248444
"2015-02-04","48","BOS","DEN","1","1","3","3",-2.32773572075801,-0.805229258550237,0.499623066954583,-0.380186411036526,-1.38631559767362,0.7966436691766,0.121435392846572,0.494698698640302
"2015-02-06","49","BOS","PHI","1","1","3","1",-0.345552558843449,-0.492417952239788,-0.184373110582503,0.177646093506086,-1.29729828285363,0.166142596753229,1.5488947581216,-1.76175831852533
"2015-02-07","50","BOS","MIL","0","0","3","2",0.250989810101857,1.8544998373784,-0.999772031062718,-0.537776129002678,-0.843014594295535,-0.837435407000986,-0.46970274294118,-0.921068195442563
"2015-02-20","52","BOS","SAC","0","0","3","2",-1.87909589582512,1.90227072280677,1.81923550068628,2.97539672177342,-1.50554397854686,1.171769164321,1.29387165236163,-0.793043575886527
"2015-02-22","53","BOS","LAL","0","0","3","1",-0.644210236570532,0.987644554887272,1.69354670125671,-0.480754863519523,-0.962390278455465,-1.51825863960875,2.12200308141757,-0.47966735105162
"2015-02-23","54","BOS","PHO","0","1","3","1",-0.102141768681059,-0.0535698420569206,1.5508511370228,1.51387654577118,-0.162708569749839,1.0710221099062,-0.107030660982501,0.0448383833916013
"2015-02-27","56","BOS","CHO","1","1","3","3",-0.343617666342998,0.86892669260179,-0.786462342886371,0.246779129414632,-1.4006888156624,1.24096987906597,-0.449056199235409,0.635701566724363
"2015-03-01","57","BOS","GSW","1","0","3","4",-3.6085479784795,1.35117079310474,-2.92346078639725,-0.712448484412285,-1.07548866499138,1.22628077430359,0.643599854856581,0.506586170667784
"2015-03-03","58","BOS","CLE","0","0","3","4",-0.745424585398546,2.06198916552393,-0.646439274161093,-0.0956027379777151,1.79345298165154,0.385659327522119,-0.384772586892465,1.34976006017469
"2015-03-04","59","BOS","UTA","1","1","3","2",-1.56653516835876,0.655483302833223,-3.05748781856361,1.97767727269505,-1.01803977829763,-0.760074355370722,0.55405827624007,-2.30109602505024
"2015-03-11","63","BOS","MEM","1","1","3","1",0.800065468522199,0.56641875866071,2.19124916124126,0.723862568673591,-0.566965926896724,0.759109597561795,-1.48037198785735,1.123233324419
"2015-03-13","64","BOS","ORL","1","1","3","1",-1.67774543410802,-0.221083507721704,1.01644675421085,0.211538402931373,0.141118649440837,-0.519491216066942,0.832240282255427,-2.96748106938633
"2015-03-14","65","BOS","IND","0","1","3","2",-0.4899976123583,-0.65856463892271,-1.08436110527278,0.328688914847858,-1.24999519718896,-0.827292456125073,-0.274641646475178,-0.350124580645498
"2015-03-20","68","BOS","SAS","0","0","3","4",-0.652495165384019,1.69357568339181,0.625077607381808,-1.02880158886544,-0.0208643517063032,0.82256027469876,-1.4610797697844,-0.582289665058311
"2015-03-23","70","BOS","BRK","0","1","3","1",-1.87933478397531,-2.82568792005776,-1.5703164923837,0.904782948305884,0.15898155905312,0.0881490959961576,-1.33268845487229,-0.108260731681426
"2015-03-25","71","BOS","MIA","1","0","3","2",-0.876344613909715,1.35138019859847,0.966265830526965,-0.418225170026018,-0.29144955610291,-2.06104288549289,0.655122279524159,-0.457933654439581
"2015-03-27","72","BOS","NYK","0","1","3","1",-0.375406991163059,0.760745134824225,0.32440939332674,-1.23905624371137,0.478832436327482,-2.33772225813531,-0.378763012306603,-1.16161334334067
"2015-03-29","73","BOS","LAC","1","0","3","4",0.0319017702232643,1.10555516890951,-0.433325326155508,1.60004986007537,0.412728129137415,-0.906713802731875,2.24955542273968,-0.132634307120517
"2015-04-01","75","BOS","IND","1","1","3","2",0.316479500998242,-0.648888954127297,-0.81365327040566,0.171211948785304,-1.23261692404518,-1.21588106415648,-0.190341846736698,-0.922786286165076
"2015-04-03","76","BOS","MIL","1","0","3","2",0.908740254815756,1.86589625581488,1.20545673532768,-0.0447906610844913,0.759933312913315,0.117098715146215,-0.110256928196463,-0.11318406109053
"2015-04-08","78","BOS","DET","0","1","3","1",1.22901484461405,1.96338576569829,1.12198143486746,1.42588733745099,-0.843621711629461,-0.0700421898276946,-0.246563912396017,-0.0326146459531023
"2015-04-10","79","BOS","CLE","0","1","3","4",0.0190610561255874,-0.936832863166027,1.12383946722986,1.24696137067823,-1.5864904460486,-0.424152300262796,0.807515513718469,-1.14267973905622
"2014-10-29","1","BRK","BOS","0","0","1","3",1.55058024298783,0.639973900945566,1.36707533555374,-1.48872030971123,1.49318131435754,-0.425181694904629,0.905201516800006,-0.0600195812070215
"2014-11-01","2","BRK","DET","0","1","1","1",-1.00548486245036,-1.1738685951869,-3.19321337642406,-0.824984884417189,-0.354022479888986,-1.33936911038425,-0.756943819242682,-0.330848801775576
"2014-11-03","3","BRK","OKC","1","1","1","4",0.24062567523086,-2.45620052697137,-0.611267155088133,2.16811057284307,-1.63846105703727,-0.381335086130456,-0.113326979336094,-0.505913095946768
"2014-11-05","4","BRK","MIN","1","0","1","3",-0.86012106207066,-0.10663464318018,0.0700921602075981,0.239821640116226,2.13360075074554,-0.571198114220988,0.236066690075616,-0.647828556097722
"2014-11-07","5","BRK","NYK","1","1","1","1",0.688658765294269,-1.84772722976917,0.286691417774784,0.493938527108599,1.21289822855231,-1.1827593572117,1.0674252503967,0.51325799497534
"2014-11-09","6","BRK","ORL","1","1","1","1",1.77127597435414,1.18710600808295,1.16165902636798,-1.09430262503766,-1.82489613949718,-0.717894935214387,0.614254075388362,-0.243484153176854
"2014-11-12","7","BRK","PHO","0","0","1","1",0.48756215727784,-0.31729198195829,2.34644735942767,0.828212943021858,0.855503735667796,-1.65568766272493,-0.588873560550056,0.526014177563047
"2014-11-13","8","BRK","GSW","0","0","1","4",-0.430029109302079,1.50633807144872,-1.27445171813575,0.285699829552912,1.56160732463723,0.312103143000877,-0.172436874702924,0.526921659409381
"2014-11-17","10","BRK","MIA","1","0","1","2",-0.0792881297915547,0.116114219805364,0.0093546920553989,1.02166020103723,-0.495893819220809,-1.37683994092505,-0.538791251176186,-0.318160167211331
"2014-11-19","11","BRK","MIL","1","0","1","2",-1.81962577476702,-1.25658444418506,1.75841808300156,-0.451466192303831,1.76876686674401,-0.496333331054788,1.55720536547563,0.109484285693116
"2014-11-22","13","BRK","SAS","0","0","1","4",0.445904112531611,2.26931060322333,-1.56078538281605,-0.386210031627001,-0.283955282524056,2.5286089903594,-1.63205731936502,1.69635777363019
"2014-11-30","15","BRK","CHI","1","0","1","2",-0.80562542184527,2.48517085764118,0.34110226035584,2.12476628780505,-0.381882088068074,-2.83857527451504,-1.06987908297714,-0.447006588645939
"2014-12-02","16","BRK","NYK","0","1","1","1",-1.07593818417716,0.252140784437888,0.0940503038304795,-1.3073448020763,-0.938171147259248,0.331667154177714,0.758504906882253,0.259334880724361
"2014-12-05","18","BRK","ATL","1","0","1","3",-1.67410611067405,1.66912156157755,-0.152267643900073,-2.03075008391107,1.43461306866638,-1.22726964932719,-0.431113318516191,-2.17251225022561
"2014-12-08","19","BRK","CLE","1","0","1","4",-0.584743463398586,0.888400835971093,-0.262373106710297,1.99122076128092,2.31831775828864,1.07088308431805,0.516679737146304,-1.54395578393405
"2014-12-10","20","BRK","CHI","0","0","1","2",-3.36969440961099,2.58309507820719,-0.437967428881898,1.44275142171023,0.0212829280708107,0.414198276032563,0.495632280407158,0.781121618452028
"2014-12-12","21","BRK","PHI","1","1","1","1",-1.48279096645548,-0.803053128739536,2.91919855420697,0.298335114866898,-2.24571463242854,0.845013441722744,-1.54855512540224,-1.1498920016644
"2014-12-16","23","BRK","MIA","1","0","1","2",0.16213108425057,0.768444930705964,1.77360590540845,0.0663273139812308,-0.368279024437349,-1.82445105034964,-0.145249933221888,-0.641966097182683
"2014-12-17","24","BRK","TOR","0","0","1","4",0.0789032358981819,1.30666924477997,-1.7089255546209,-0.813945668296181,0.727331488644291,0.691788564539381,1.59125357225195,-1.77701384865857
"2014-12-21","26","BRK","DET","1","1","1","1",0.701520190404007,-1.49718520086633,0.812528496407086,1.78584269122032,1.99349494596705,1.02247121479958,0.932375610641407,-0.748539793793444
"2014-12-23","27","BRK","DEN","1","1","1","3",-1.08840443100451,-0.262004456755344,-0.589674778221328,2.39028635665559,-1.07343469320799,-0.11552680589149,-1.00274568346856,-0.82860058672765
"2014-12-26","28","BRK","BOS","0","1","1","3",1.81291319963272,1.63635088117776,0.415400378289467,-1.08335640567572,-0.694439730009302,0.634252748857243,-0.501809956073251,-1.15813522135865
"2014-12-29","30","BRK","SAC","1","1","1","2",0.359902280779834,1.21904039850479,0.824607519541441,1.8217582792453,-2.00682924331385,-0.642597637824954,0.562766117393832,-0.417886345033471
"2014-12-30","31","BRK","CHI","0","1","1","2",-1.51177497569922,-0.344332064916489,-1.31348259785464,0.75936474581994,-0.540566398815228,1.34449024259545,0.237674544658586,-0.108228543122855
"2015-01-02","32","BRK","ORL","0","1","1","1",1.81292335304812,-1.55148276469815,1.3036064568685,-1.69974364278837,1.66541429775426,0.681027998634819,-0.41024640773012,-2.06125598042359
"2015-01-04","33","BRK","MIA","0","0","1","2",-0.738756532079237,1.40589373370898,-0.0328228841593826,0.437988067490996,-0.291767156481761,-0.441921021709342,-0.214542657849182,0.219293341349033
"2015-01-05","34","BRK","DAL","1","0","1","2",-2.57142407263875,0.415250059630179,-1.21831567531987,-0.118760112422078,1.67754912658374,0.555421697764644,-0.251209308780165,-0.165998128823513
"2015-01-07","35","BRK","BOS","1","0","1","3",-1.74903340294884,-0.111802028371532,-1.27893318854447,-1.96323896895701,1.4171586181327,-1.25372868834956,-0.207558918277204,-0.146228518154626
"2015-01-09","36","BRK","PHI","1","0","1","1",0.0368887820195118,0.874112228114335,1.74199551685645,-1.0787661763929,1.32360143150917,-0.284416397775678,-0.304539745077209,-1.74259278761399
