"Date","Game","Team","Opponent","Home","Win","FieldGoals.","X3PointShots.","FreeThrows.","OffRebounds","TotalRebounds","Assists","Steals","Blocks","Turnovers","TotalFouls","Opp.FieldGoals.","Opp.3PointShots.","Opp.FreeThrows.","Opp.OffRebounds","Opp.TotalRebounds","Opp.Assists","Opp.Steals","Opp.Blocks","Opp.Turnovers","Opp.TotalFouls","TeamGroup","OppGroup"
2015-03-28,73,"OKC","UTA","0","0",0.425,0.375,0.656,10,48,14,5,4,23,29,0.381,0.207,0.686,16,42,12,14,8,11,29,4,2
2015-03-29,74,"OKC","PHO","0","1",0.465,0.385,0.731,11,48,16,9,4,15,20,0.451,0.227,0.75,8,40,23,9,4,18,20,4,1
2015-04-01,75,"OKC","DAL","1","0",0.484,0.452,0.818,15,46,23,4,1,10,21,0.615,0.267,0.792,4,34,35,8,1,6,23,4,2
2015-04-03,76,"OKC","MEM","0","0",0.409,0.235,0.615,11,47,18,7,3,12,23,0.475,0.19,0.714,8,45,16,7,7,13,22,4,1
2015-04-05,77,"OKC","HOU","1","0",0.435,0.467,0.692,17,51,21,4,2,18,32,0.469,0.286,0.62,12,42,18,14,4,10,25,4,4
2015-04-07,78,"OKC","SAS","1","0",0.405,0.263,0.536,11,39,14,13,3,15,14,0.528,0.417,0.692,12,46,27,7,7,15,20,4,4
2015-04-10,79,"OKC","SAC","1","1",0.454,0.323,0.75,16,47,21,8,4,6,22,0.457,0.375,0.714,14,50,19,4,6,16,23,4,2
2015-04-13,81,"OKC","POR","1","1",0.406,0.19,0.704,18,58,14,8,6,8,19,0.458,0.348,0.667,3,35,22,1,4,12,21,4,3
2014-11-01,3,"ORL","TOR","1","0",0.469,0.35,0.5,9,40,25,3,7,14,37,0.398,0.19,0.792,15,50,13,4,4,7,21,1,4
2014-11-04,4,"ORL","CHI","0","0",0.432,0.429,0.571,14,48,21,6,6,11,22,0.467,0.467,0.778,10,44,23,6,9,12,18,1,2
2014-11-05,5,"ORL","PHI","0","1",0.443,0.15,0.833,14,51,14,11,3,24,20,0.429,0.32,0.652,6,38,22,12,12,20,18,1,1
2014-11-07,6,"ORL","MIN","1","1",0.505,0.5,0.789,12,52,19,5,6,21,27,0.43,0.222,0.76,9,38,24,9,7,12,22,1,3
2014-11-09,7,"ORL","BRK","0","0",0.52,0.533,0.625,5,31,25,7,2,17,24,0.482,0.286,0.87,14,45,23,10,5,14,21,1,1
2014-11-11,8,"ORL","TOR","0","0",0.481,0.48,0.625,6,39,26,8,5,16,24,0.455,0.429,0.833,5,40,16,9,1,12,17,1,4
2014-11-12,9,"ORL","NYK","0","1",0.471,0.5,0.781,4,37,20,4,1,10,19,0.43,0.348,0.929,11,40,17,2,6,7,27,1,1
2014-11-14,10,"ORL","MIL","1","1",0.438,0.417,0.778,10,45,22,7,3,15,15,0.45,0.105,0.786,5,38,19,8,4,16,25,1,2
2014-11-17,12,"ORL","DET","0","1",0.519,0.5,0.8,6,39,33,9,2,11,21,0.4,0.458,0.75,10,41,17,5,4,14,19,1,1
2014-11-19,13,"ORL","LAC","1","0",0.395,0.333,0.778,11,48,21,5,1,13,17,0.536,0.571,0.75,2,39,24,8,9,7,19,1,4
2014-11-22,15,"ORL","MIA","1","0",0.449,0.188,0.704,18,44,18,10,2,14,20,0.521,0.462,0.722,7,33,17,7,5,16,20,1,2
2014-11-24,16,"ORL","CLE","0","0",0.363,0.294,0.733,13,40,14,5,3,17,17,0.519,0.375,0.727,12,44,30,14,9,12,23,1,4
2014-11-30,19,"ORL","PHO","0","1",0.461,0.333,0.72,10,47,14,8,3,22,22,0.4,0.269,0.833,11,43,22,5,3,19,18,1,1
2014-12-02,20,"ORL","GSW","0","0",0.448,0.353,0.929,8,40,19,11,3,11,17,0.463,0.296,0.778,13,49,25,8,5,15,15,1,4
2014-12-05,22,"ORL","UTA","0","1",0.5,0.412,0.85,9,38,15,6,3,8,20,0.456,0.5,0.619,13,41,23,4,6,11,21,1,2
2014-12-06,23,"ORL","SAC","0","1",0.506,0.346,0.857,10,40,26,4,5,10,25,0.443,0.267,0.786,9,35,22,5,2,11,16,1,2
2014-12-10,24,"ORL","WAS","1","0",0.452,0.467,0.667,8,39,13,7,7,8,12,0.506,0.417,0.444,8,41,26,5,5,9,13,1,3
2014-12-12,25,"ORL","ATL","0","0",0.39,0.346,0.75,9,46,14,3,4,18,27,0.372,0.31,0.741,5,42,24,12,3,12,12,1,3
2014-12-17,28,"ORL","BOS","0","0",0.435,0.263,0.867,10,36,17,8,1,12,16,0.55,0.368,0.778,7,42,25,9,8,14,16,1,3
2014-12-21,30,"ORL","PHI","1","0",0.417,0.304,0.55,13,43,21,11,6,14,22,0.427,0.261,0.8,15,52,20,8,6,19,19,1,1
2014-12-23,31,"ORL","BOS","1","1",0.47,0.389,0.652,7,45,23,7,4,14,21,0.388,0.304,0.759,9,45,22,10,4,12,21,1,3
2014-12-26,32,"ORL","CLE","1","0",0.493,0.429,0.667,5,36,25,8,4,16,25,0.413,0.267,0.923,8,37,19,10,5,9,14,1,4
2014-12-29,34,"ORL","MIA","0","1",0.532,0.44,0.692,8,34,21,9,2,14,25,0.524,0.5,0.7,6,36,18,9,3,14,15,1,2
2014-12-30,35,"ORL","DET","1","0",0.447,0.2,0.6,7,42,19,7,3,15,21,0.465,0.424,0.517,16,54,22,9,9,11,14,1,1
2015-01-02,36,"ORL","BRK","1","0",0.42,0.5,0.65,8,37,22,13,3,11,18,0.569,0.35,0.611,4,45,26,7,5,22,16,1,1
2015-01-03,37,"ORL","CHO","1","0",0.379,0.211,0.952,12,44,18,9,3,7,24,0.449,0.25,0.75,16,53,16,4,4,14,15,1,3
2015-01-07,38,"ORL","DEN","0","0",0.398,0.364,0.75,10,42,21,11,2,14,24,0.446,0.412,0.769,6,47,22,5,4,21,17,1,3
2015-01-09,39,"ORL","LAL","0","0",0.395,0.429,0.783,4,36,19,8,7,15,27,0.4,0.333,0.71,18,60,16,8,7,12,21,1,1
2015-01-10,40,"ORL","POR","0","0",0.402,0.143,0.75,17,49,22,10,0,16,22,0.474,0.385,0.808,6,43,22,6,8,20,17,1,3
2015-01-12,41,"ORL","CHI","0","1",0.593,0.389,0.621,2,34,28,10,3,10,25,0.488,0.296,0.727,11,43,25,6,5,14,20,1,2
2015-01-14,42,"ORL","HOU","1","1",0.489,0.346,0.885,10,39,22,14,1,15,19,0.506,0.346,0.87,10,38,26,11,6,20,19,1,4
2015-01-16,43,"ORL","MEM","1","0",0.456,0.375,0.75,5,39,22,5,4,15,22,0.46,0.214,0.793,9,47,27,8,5,11,19,1,1
2015-01-18,44,"ORL","OKC","1","0",0.398,0.348,0.778,10,33,18,9,2,18,29,0.578,0.36,0.688,10,54,28,12,5,20,24,1,4
2015-01-21,45,"ORL","DET","0","0",0.495,0.4,1,13,42,29,9,5,14,21,0.521,0.417,0.833,11,45,35,10,5,15,17,1,1
2015-01-23,46,"ORL","NYK","0","0",0.506,0.259,0.579,8,39,27,10,4,14,19,0.473,0.4,0.81,12,49,29,6,4,14,18,1,1
2015-01-25,47,"ORL","IND","1","0",0.487,0.353,0.739,3,33,22,7,5,12,21,0.518,0.4,0.667,9,47,27,8,5,14,23,1,2
2015-01-29,49,"ORL","MIL","1","0",0.451,0.278,0.7,14,49,14,8,4,23,18,0.517,0.48,0.722,7,38,29,16,8,15,24,1,2
2015-01-31,50,"ORL","DAL","1","0",0.423,0.333,0.792,11,42,21,9,3,15,24,0.568,0.524,0.591,3,36,26,9,4,12,20,1,2
2015-02-02,51,"ORL","OKC","0","0",0.422,0.261,0.833,14,44,23,5,1,13,21,0.493,0.4,0.846,8,40,25,10,5,13,20,1,4
2015-02-04,52,"ORL","SAS","0","0",0.5,0.476,0.643,5,39,27,6,1,12,16,0.524,0.438,0.571,6,41,32,7,4,11,12,1,4
2015-02-06,53,"ORL","LAL","1","1",0.518,0.333,0.857,10,48,26,9,6,18,13,0.402,0.423,0.615,15,43,27,12,8,14,13,1,1
2015-02-09,55,"ORL","WAS","0","0",0.398,0.182,0.667,8,33,18,13,6,11,24,0.429,0.28,0.852,13,53,25,7,3,20,14,1,3
2015-02-20,57,"ORL","NOP","1","1",0.5,0.222,0.5,9,42,22,4,3,9,21,0.42,0.263,0.75,7,40,21,6,6,11,11,1,4
2015-02-22,58,"ORL","PHI","1","1",0.476,0.261,0.731,12,38,19,9,2,15,21,0.462,0.382,0.765,11,41,21,8,5,21,26,1,1
2015-02-27,60,"ORL","ATL","0","0",0.45,0.346,0.538,10,40,22,10,7,17,17,0.444,0.452,0.75,11,42,27,11,5,18,12,1,3
2015-03-01,61,"ORL","CHO","1","0",0.365,0.4,0.75,10,44,16,8,3,11,19,0.5,0.444,0.714,7,47,22,5,4,16,17,1,3
2015-03-04,62,"ORL","PHO","1","0",0.471,0.25,0.867,9,42,21,13,5,20,26,0.468,0.381,0.852,9,34,22,10,3,19,15,1,1
2015-03-10,65,"ORL","IND","0","0",0.37,0.235,0.7,19,45,15,9,7,10,17,0.529,0.5,0.917,11,49,37,6,5,13,15,1,2
2015-03-11,66,"ORL","MIL","0","0",0.4,0.556,1,9,33,21,14,4,14,18,0.494,0.444,0.688,11,51,30,7,7,22,17,1,2
2015-03-13,67,"ORL","BOS","0","0",0.425,0.3,0.5,10,50,20,9,4,19,21,0.43,0.385,0.55,10,47,19,7,4,16,23,1,3
2015-03-17,69,"ORL","HOU","0","0",0.427,0.273,0.706,12,40,19,8,6,10,21,0.5,0.407,0.667,12,47,27,7,6,14,14,1,4
2015-03-20,71,"ORL","POR","1","1",0.457,0.417,0.833,18,50,22,9,1,7,22,0.475,0.292,0.875,11,44,13,4,2,13,19,1,3
2015-03-25,73,"ORL","ATL","1","0",0.41,0.188,0.8,10,42,19,7,3,17,14,0.433,0.323,0.7,12,45,21,9,8,13,17,1,3
2015-03-27,74,"ORL","DET","1","0",0.524,0.2,1,8,40,31,3,2,16,24,0.467,0.389,0.741,12,41,22,10,6,5,12,1,1
2015-04-01,75,"ORL","SAS","1","0",0.419,0.294,0.889,14,50,24,7,7,12,15,0.407,0.448,0.87,11,49,20,8,3,10,9,1,4
2015-04-03,76,"ORL","MIN","0","1",0.435,0.286,0.647,20,53,23,12,1,19,24,0.453,0.091,0.781,3,30,15,8,6,20,17,1,3
2015-04-08,78,"ORL","CHI","1","1",0.463,0.348,0.875,13,44,21,8,3,15,19,0.43,0.462,0.742,12,41,25,9,4,15,16,1,2
2015-04-10,79,"ORL","TOR","1","0",0.461,0.35,1,14,46,21,11,4,16,19,0.415,0.3,0.933,17,46,22,8,1,15,15,1,4
2015-04-11,80,"ORL","NYK","1","0",0.357,0.273,0.722,11,49,15,10,4,13,18,0.378,0.3,0.923,11,46,22,3,6,15,18,1,1
2015-04-13,81,"ORL","MIA","0","0",0.412,0.286,0.607,11,41,14,10,4,8,23,0.47,0.3,0.826,11,50,21,2,9,13,19,1,2
2014-10-29,1,"PHI","IND","0","0",0.382,0.286,0.567,15,42,17,10,5,11,29,0.469,0.32,0.679,14,50,22,5,13,17,24,1,2
2014-10-31,2,"PHI","MIL","0","0",0.372,0.217,0.545,12,42,20,9,5,16,18,0.409,0.375,0.571,15,55,25,10,11,18,19,1,2
2014-11-01,3,"PHI","MIA","1","0",0.522,0.304,0.731,4,37,28,9,10,24,21,0.494,0.5,0.69,9,35,33,16,0,16,20,1,2
2014-11-03,4,"PHI","HOU","1","0",0.446,0.5,0.696,6,31,19,12,4,17,20,0.427,0.471,0.8,13,47,27,12,6,21,20,1,4
2014-11-05,5,"PHI","ORL","1","0",0.429,0.32,0.652,6,38,22,12,12,20,18,0.443,0.15,0.833,14,51,14,11,3,24,20,1,1
2014-11-07,6,"PHI","CHI","1","0",0.473,0.4,0.68,17,42,29,7,2,12,29,0.513,0.5,0.765,12,40,25,4,6,17,21,1,2
2014-11-09,7,"PHI","TOR","0","0",0.379,0.294,0.667,11,31,19,11,6,17,23,0.566,0.412,0.9,4,39,23,12,8,20,17,1,4
2014-11-13,8,"PHI","DAL","0","0",0.299,0.259,0.515,18,46,9,7,4,27,24,0.513,0.344,0.833,9,51,33,14,5,15,25,1,2
2014-11-14,9,"PHI","HOU","0","0",0.425,0.333,0.667,14,46,19,10,5,23,28,0.372,0.206,0.622,13,47,16,17,11,21,25,1,4
2014-11-17,10,"PHI","SAS","0","0",0.325,0.154,0.708,5,39,15,11,4,13,18,0.444,0.385,0.857,6,52,27,9,8,17,17,1,4
2014-11-19,11,"PHI","BOS","1","0",0.395,0.333,0.714,9,44,22,10,2,15,20,0.494,0.3,0.619,7,44,32,11,4,15,19,1,3
2014-11-22,13,"PHI","NYK","0","0",0.4,0.308,0.6,10,36,13,8,1,18,21,0.5,0.353,0.905,6,40,15,7,2,18,22,1,1
2014-11-24,14,"PHI","POR","1","0",0.5,0,0.833,7,29,28,11,6,10,20,0.494,0.259,0.826,18,52,30,6,5,15,19,1,3
2014-11-29,16,"PHI","DAL","1","0",0.424,0.286,0.806,22,55,26,10,4,24,26,0.449,0.267,0.733,13,40,28,13,5,12,22,1,2
2014-12-05,19,"PHI","OKC","1","0",0.381,0.286,0.633,19,44,25,13,2,17,24,0.493,0.391,0.774,6,40,27,7,8,16,24,1,4
2014-12-06,20,"PHI","DET","0","1",0.46,0.304,0.7,12,53,27,12,8,18,27,0.391,0.261,0.771,12,47,22,11,6,19,24,1,1
2014-12-10,21,"PHI","ATL","0","0",0.417,0.24,0.591,7,39,21,10,10,18,18,0.418,0.333,0.692,16,52,26,15,1,14,16,1,3
2014-12-12,22,"PHI","BRK","0","0",0.319,0.393,0.75,10,37,18,10,4,23,20,0.444,0.25,0.647,13,47,25,16,5,17,15,1,1
2014-12-21,26,"PHI","ORL","0","1",0.427,0.261,0.8,15,52,20,8,6,19,19,0.417,0.304,0.55,13,43,21,11,6,14,22,1,1
2014-12-23,27,"PHI","MIA","0","1",0.429,0.263,0.741,14,42,11,13,11,16,20,0.413,0.308,0.722,14,39,13,10,6,20,19,1,2
2014-12-26,28,"PHI","POR","0","0",0.444,0.214,0.545,9,42,16,13,7,18,14,0.477,0.419,0.857,9,48,25,10,8,19,22,1,3
2014-12-30,30,"PHI","GSW","0","0",0.384,0.3,0.609,18,48,16,11,2,27,16,0.561,0.429,0.815,8,42,38,19,11,14,20,1,4
2015-01-02,31,"PHI","PHO","0","0",0.425,0.269,0.6,16,41,20,12,7,16,15,0.5,0.438,0.875,13,48,24,9,12,19,24,1,1
2015-01-03,32,"PHI","LAC","0","0",0.405,0.36,0.692,15,45,17,7,1,21,19,0.541,0.405,0.769,9,43,33,13,3,8,19,1,4
2015-01-05,33,"PHI","CLE","1","1",0.481,0.304,0.8,8,43,31,5,8,17,24,0.388,0.367,0.682,13,43,23,8,1,11,13,1,4
2015-01-07,34,"PHI","MIL","1","0",0.301,0.08,0.862,15,44,14,11,6,24,19,0.539,0.471,0.636,7,43,32,14,4,24,26,1,2
2015-01-09,35,"PHI","BRK","0","1",0.456,0.471,0.588,11,38,22,15,4,14,22,0.452,0.188,0.704,9,42,21,8,3,17,19,1,1
2015-01-10,36,"PHI","IND","1","1",0.4,0.458,0.72,12,44,21,4,12,16,31,0.333,0.222,0.714,19,54,16,9,5,13,27,1,2
2015-01-14,38,"PHI","TOR","0","0",0.388,0.158,0.613,11,45,13,10,8,12,22,0.463,0.345,0.636,10,49,26,7,2,17,24,1,4
2015-01-16,39,"PHI","NOP","1","1",0.45,0.318,0.63,9,39,22,12,10,8,20,0.387,0.235,0.655,15,55,17,5,6,18,19,1,4
2015-01-17,40,"PHI","DET","0","0",0.463,0.25,0.857,10,42,24,10,5,22,16,0.432,0.429,0.842,18,47,27,16,5,16,16,1,1
2015-01-19,41,"PHI","WAS","0","0",0.329,0.25,0.609,10,30,19,11,4,16,17,0.556,0.538,0.778,13,53,26,8,5,22,22,1,3
2015-01-21,42,"PHI","NYK","1","0",0.367,0.348,0.781,15,43,20,7,13,14,19,0.407,0.35,0.85,18,52,26,6,6,11,22,1,1
2015-01-23,43,"PHI","TOR","1","0",0.383,0.31,0.833,15,48,21,9,6,18,19,0.413,0.25,0.792,13,42,19,11,5,14,17,1,4
2015-01-24,44,"PHI","MEM","0","0",0.383,0.375,0.545,15,48,18,7,2,23,19,0.468,0.429,0.84,9,47,24,10,7,18,20,1,1
2015-01-28,46,"PHI","DET","1","1",0.474,0.333,0.667,13,48,27,11,10,19,19,0.307,0.1,0.913,14,38,15,12,5,17,16,1,1
2015-01-30,47,"PHI","MIN","1","1",0.5,0.348,0.84,7,34,27,13,9,14,16,0.447,0.357,0.84,11,38,24,8,4,21,18,1,3
2015-01-31,48,"PHI","ATL","0","0",0.383,0.4,0.6,10,44,21,7,4,14,26,0.436,0.357,0.722,8,44,20,6,5,12,16,1,3
2015-02-02,49,"PHI","CLE","0","0",0.397,0.364,0.714,11,37,23,16,7,21,22,0.449,0.444,0.682,11,43,22,8,6,18,17,1,4
2015-02-06,51,"PHI","BOS","0","0",0.443,0.44,0.484,11,44,22,6,3,17,19,0.453,0.37,0.76,11,53,27,8,4,10,24,1,3
2015-02-07,52,"PHI","CHO","1","1",0.392,0.391,0.733,5,47,19,6,5,15,22,0.345,0.261,0.85,5,43,24,9,5,12,20,1,3
2015-02-09,53,"PHI","GSW","1","0",0.418,0.292,0.786,10,52,21,9,4,27,19,0.4,0.241,0.737,6,40,26,15,5,14,14,1,4
2015-02-20,54,"PHI","IND","1","0",0.405,0.32,0.655,15,47,18,11,11,17,20,0.482,0.364,0.818,9,44,24,13,1,15,23,1,2
2015-02-22,55,"PHI","ORL","0","0",0.462,0.382,0.765,11,41,21,8,5,21,26,0.476,0.261,0.731,12,38,19,9,2,15,21,1,1
2015-02-23,56,"PHI","MIA","0","0",0.476,0.419,0.536,9,33,27,10,8,12,18,0.554,0.524,0.727,11,45,27,6,3,16,20,1,2
2015-02-27,58,"PHI","WAS","1","1",0.35,0.364,0.618,12,53,21,7,4,15,20,0.323,0.235,0.773,13,51,20,4,5,13,25,1,3
2015-03-01,59,"PHI","IND","0","0",0.345,0.208,0.647,10,47,10,8,6,16,25,0.409,0.167,0.76,13,53,17,11,9,12,15,1,2
2015-03-02,60,"PHI","TOR","1","0",0.526,0.4,0.684,10,36,32,6,6,15,18,0.513,0.407,0.875,10,36,24,6,6,9,16,1,4
2015-03-04,61,"PHI","OKC","0","0",0.354,0.429,0.795,16,58,20,8,8,17,26,0.458,0.333,0.824,9,54,19,9,9,14,31,1,4
2015-03-07,63,"PHI","ATL","1","1",0.368,0.351,0.529,17,55,24,14,3,16,12,0.39,0.44,0.813,5,42,20,8,9,19,14,1,3
2015-03-11,64,"PHI","CHI","1","0",0.346,0.268,0.48,17,55,16,12,5,10,15,0.46,0.417,0.7,8,58,24,6,2,18,16,1,2
2015-03-13,65,"PHI","SAC","1","1",0.474,0.281,0.652,14,46,30,11,9,15,29,0.402,0.286,0.825,16,50,22,9,4,17,20,1,2
2015-03-14,66,"PHI","BRK","1","0",0.372,0.216,0.643,12,48,21,7,8,16,25,0.44,0.118,0.692,7,45,20,9,5,16,16,1,1
2015-03-20,69,"PHI","NYK","1","1",0.42,0.367,0.8,15,49,23,11,7,11,20,0.362,0.5,0.885,7,37,16,7,8,18,16,1,1
2015-03-25,72,"PHI","DEN","0","1",0.417,0.412,0.682,13,49,17,14,12,16,22,0.345,0.276,0.704,13,49,13,8,4,16,22,1,3
2015-03-27,73,"PHI","LAC","1","0",0.419,0.355,0.556,8,40,17,11,1,13,25,0.537,0.414,0.613,8,56,28,8,2,16,24,1,4
2015-03-29,74,"PHI","CLE","0","0",0.405,0.333,0.533,11,45,18,11,0,13,21,0.388,0.391,0.667,18,53,17,7,2,17,12,1,4
2015-04-01,76,"PHI","WAS","0","0",0.396,0.294,0.647,11,34,18,10,3,11,20,0.579,0.333,0.636,9,47,33,7,4,16,20,1,3
2015-04-05,78,"PHI","NYK","0","0",0.384,0.313,0.625,19,36,22,8,5,10,23,0.514,0.231,0.828,15,49,24,6,14,18,18,1,1
2015-04-08,79,"PHI","WAS","1","0",0.348,0.333,0.704,17,36,17,11,1,8,22,0.653,0.533,0.739,6,45,35,4,8,14,21,1,3
2015-04-11,80,"PHI","CHI","0","0",0.416,0.317,0.8,14,47,19,5,3,15,29,0.444,0.346,0.694,13,48,20,8,5,10,20,1,2
2015-04-13,81,"PHI","MIL","1","0",0.395,0.214,0.794,14,40,22,11,6,29,28,0.494,0.444,0.639,12,39,23,13,7,18,25,1,2
2014-10-29,1,"PHO","LAL","1","1",0.549,0.5,0.722,9,40,23,5,3,14,25,0.43,0.308,0.84,12,38,20,9,3,13,18,1,1
2014-10-31,2,"PHO","SAS","1","1",0.402,0.111,0.846,12,50,15,2,5,7,21,0.41,0.32,0.739,5,45,20,3,3,12,25,1,4
2014-11-01,3,"PHO","UTA","0","0",0.414,0.226,0.8,6,34,17,8,7,11,22,0.477,0.269,0.818,13,52,19,10,6,13,15,1,2
2014-11-04,4,"PHO","LAL","0","1",0.451,0.333,0.774,13,52,28,6,7,13,29,0.398,0.375,0.732,18,49,16,7,8,12,25,1,1
2014-11-05,5,"PHO","MEM","1","0",0.464,0.381,0.905,5,35,13,11,4,18,20,0.5,0.529,0.765,8,37,25,10,1,16,21,1,1
2014-11-07,6,"PHO","SAC","1","0",0.429,0.323,0.72,9,42,19,7,7,12,33,0.429,0.188,0.846,13,60,16,6,4,15,27,1,2
2014-11-09,7,"PHO","GSW","1","1",0.43,0.4,0.818,9,39,17,9,2,21,19,0.478,0.458,0.857,3,36,16,9,7,26,26,1,4
2014-11-12,8,"PHO","BRK","1","1",0.481,0.333,0.897,12,44,20,10,2,20,22,0.473,0.429,0.781,8,37,17,9,4,19,25,1,1
2014-11-14,9,"PHO","CHO","1","0",0.43,0.276,0.929,11,45,16,3,6,11,23,0.429,0.438,0.947,14,46,21,5,3,7,15,1,3
2014-11-17,11,"PHO","BOS","0","1",0.516,0.429,0.813,8,40,30,11,2,18,23,0.517,0.4,0.645,11,44,28,10,4,18,19,1,3
2014-11-19,12,"PHO","DET","0","1",0.493,0.267,0.769,5,41,21,10,4,17,22,0.379,0.28,0.684,15,43,21,9,1,14,16,1,1
2014-11-22,14,"PHO","IND","0","1",0.447,0.387,0.9,13,51,17,10,4,12,19,0.369,0.304,0.7,15,47,18,9,5,14,20,1,2
2014-11-24,15,"PHO","TOR","0","0",0.464,0.424,0.727,11,42,22,6,3,20,26,0.451,0.235,0.813,8,37,21,9,3,12,20,1,4
2014-11-30,18,"PHO","ORL","1","0",0.4,0.269,0.833,11,43,22,5,3,19,18,0.461,0.333,0.72,10,47,14,8,3,22,22,1,1
2014-12-02,19,"PHO","IND","1","1",0.5,0.48,0.692,9,44,18,13,5,12,19,0.482,0.308,0.765,8,41,20,8,3,19,24,1,2
2014-12-05,20,"PHO","DAL","0","1",0.563,0.5,0.882,7,41,27,5,3,13,25,0.455,0.211,0.733,16,44,13,5,1,11,16,1,2
2014-12-06,21,"PHO","HOU","0","0",0.366,0.25,0.769,16,40,16,14,8,12,20,0.407,0.407,0.742,19,57,16,7,7,22,23,1,4
2014-12-08,22,"PHO","LAC","0","0",0.484,0.432,0.8,7,43,32,9,3,16,28,0.458,0.29,0.8,10,45,27,7,5,11,22,1,4
2014-12-12,24,"PHO","DET","1","0",0.47,0.323,0.789,10,37,16,11,5,17,24,0.476,0.267,0.778,13,47,17,11,3,18,18,1,1
2014-12-14,25,"PHO","OKC","0","0",0.343,0.226,0.722,14,40,21,11,3,10,22,0.488,0.222,0.882,14,63,20,7,5,18,19,1,4
2014-12-17,27,"PHO","CHO","0","1",0.524,0.36,0.762,8,43,22,4,7,8,15,0.465,0.417,0.727,8,35,22,6,3,6,16,1,3
2014-12-21,29,"PHO","WAS","0","1",0.513,0.353,0.72,12,45,13,3,8,17,24,0.41,0.214,0.724,15,42,11,11,4,11,23,1,3
2014-12-23,30,"PHO","DAL","1","1",0.454,0.394,0.719,14,44,30,12,3,12,26,0.466,0.36,0.828,14,49,22,4,1,20,27,1,2
2014-12-26,31,"PHO","SAC","0","1",0.489,0.424,0.75,16,46,25,6,11,14,17,0.441,0.35,0.708,18,48,18,8,2,12,15,1,2
2014-12-30,33,"PHO","NOP","0","0",0.477,0.429,0.789,11,38,17,7,6,6,21,0.519,0.444,0.621,13,49,19,4,2,10,18,1,4
2014-12-31,34,"PHO","OKC","0","0",0.511,0.481,0.829,7,39,17,7,3,13,35,0.414,0.314,0.898,19,50,22,6,4,12,27,1,4
2015-01-02,35,"PHO","PHI","1","1",0.5,0.438,0.875,13,48,24,9,12,19,24,0.425,0.269,0.6,16,41,20,12,7,16,15,1,1
2015-01-04,36,"PHO","TOR","1","1",0.539,0.348,0.75,8,41,26,15,2,16,29,0.458,0.346,0.828,9,43,22,9,4,20,24,1,4
2015-01-07,38,"PHO","MIN","0","1",0.479,0.192,0.842,14,41,12,14,8,13,20,0.478,0.412,0.842,16,46,30,8,3,19,17,1,3
2015-01-09,39,"PHO","SAS","0","0",0.446,0.269,0.667,9,48,23,10,6,19,20,0.427,0.478,0.722,7,40,28,12,2,15,20,1,4
2015-01-11,40,"PHO","MEM","0","0",0.42,0.229,0.783,9,46,20,14,7,20,27,0.48,0.429,0.708,11,54,24,7,8,24,25,1,1
2015-01-16,42,"PHO","MIN","1","1",0.552,0.333,0.818,15,46,18,5,5,16,16,0.462,0.364,0.583,13,36,26,6,3,10,14,1,3
2015-01-19,43,"PHO","LAL","1","1",0.5,0.406,0.727,10,41,23,16,7,15,22,0.453,0.471,0.686,13,46,24,9,3,23,20,1,1
2015-01-21,44,"PHO","POR","1","1",0.511,0.333,0.625,11,50,24,11,1,13,21,0.448,0.406,0.786,10,44,21,8,4,14,18,1,3
2015-01-23,45,"PHO","HOU","1","0",0.462,0.333,0.708,13,44,21,4,6,12,23,0.524,0.37,0.75,6,41,24,7,6,14,21,1,4
2015-01-25,46,"PHO","LAC","1","0",0.425,0.345,0.815,5,31,23,5,8,11,25,0.494,0.435,0.667,14,50,28,7,5,11,20,1,4
2015-01-28,47,"PHO","WAS","1","1",0.455,0.379,0.833,7,41,23,10,2,9,16,0.42,0.444,0.696,15,50,13,2,3,13,16,1,3
2015-01-30,48,"PHO","CHI","1","1",0.433,0.273,0.882,11,50,16,7,5,13,21,0.414,0.222,0.63,12,49,20,6,3,11,18,1,2
2015-01-31,49,"PHO","GSW","0","0",0.363,0.346,0.706,15,52,22,10,5,20,17,0.46,0.375,0.778,9,44,27,11,8,15,20,1,4
2015-02-02,50,"PHO","MEM","1","0",0.5,0.375,0.611,11,38,18,12,6,16,25,0.434,0.273,0.794,16,46,19,12,4,14,17,1,1
2015-02-05,51,"PHO","POR","0","0",0.386,0.261,0.765,11,42,20,11,2,16,21,0.444,0.258,0.87,13,57,21,7,7,14,14,1,3
2015-02-06,52,"PHO","UTA","1","1",0.452,0.519,0.714,10,44,20,10,5,11,16,0.463,0.35,0.667,6,43,23,8,4,14,16,1,2
2015-02-10,54,"PHO","HOU","1","0",0.471,0.462,0.8,13,39,18,9,5,14,18,0.505,0.405,0.696,15,47,28,9,3,13,24,1,4
2015-02-20,55,"PHO","MIN","0","0",0.449,0.412,0.71,17,48,23,8,9,13,28,0.465,0.267,0.711,17,51,24,7,7,14,28,1,3
2015-02-21,56,"PHO","CHI","0","0",0.534,0.4,0.375,8,36,25,10,2,13,15,0.483,0.5,0.875,14,47,27,5,3,17,14,1,2
2015-02-23,57,"PHO","BOS","1","0",0.454,0.281,0.813,15,50,25,9,7,17,24,0.438,0.483,0.767,9,42,26,13,1,15,14,1,3
2015-03-02,61,"PHO","MIA","0","0",0.423,0.226,0.658,14,43,17,7,2,19,27,0.524,0.5,0.733,12,45,19,14,4,14,31,1,2
