"Date","Game","Team","Opponent","Home","Win","FieldGoals.","X3PointShots.","FreeThrows.","OffRebounds","TotalRebounds","Assists","Steals","Blocks","Turnovers","TotalFouls","Opp.FieldGoals.","Opp.3PointShots.","Opp.FreeThrows.","Opp.OffRebounds","Opp.TotalRebounds","Opp.Assists","Opp.Steals","Opp.Blocks","Opp.Turnovers","Opp.TotalFouls","TeamGroup","OppGroup"
2017-12-14,28,"ATL","DET","1","0",0.457,0.355,0.615,7,34,28,6,6,16,12,0.456,0.433,0.833,14,46,26,10,3,15,23,3,1
2017-12-15,29,"ATL","MEM","0","0",0.442,0.387,0.875,7,35,27,12,5,17,19,0.462,0.48,0.706,10,43,21,12,6,21,24,3,1
2017-12-18,30,"ATL","MIA","1","1",0.458,0.364,0.839,10,39,25,8,6,12,23,0.456,0.28,0.833,8,42,19,9,6,19,28,3,2
2017-12-20,31,"ATL","IND","1","0",0.438,0.276,0.85,10,42,27,5,6,13,17,0.488,0.333,0.947,8,37,19,5,5,9,18,3,2
2017-12-22,32,"ATL","OKC","0","0",0.518,0.469,0.824,7,27,28,12,3,15,24,0.537,0.52,0.613,15,40,24,11,5,19,18,3,4
2017-12-23,33,"ATL","DAL","1","1",0.56,0.417,0.818,6,38,29,5,2,15,19,0.506,0.273,0.8,7,30,31,8,3,10,17,3,2
2017-12-29,35,"ATL","TOR","0","0",0.432,0.375,0.65,14,48,21,6,7,18,15,0.438,0.351,0.75,19,51,22,9,15,11,22,3,4
2018-01-02,37,"ATL","PHO","0","0",0.414,0.323,0.84,17,40,18,11,3,16,22,0.506,0.318,0.704,11,47,24,7,4,21,22,3,1
2018-01-05,38,"ATL","POR","0","0",0.361,0.308,0.84,11,39,14,7,5,16,16,0.538,0.433,0.786,6,44,30,11,5,15,20,3,3
2018-01-07,39,"ATL","LAL","0","0",0.436,0.353,0.826,10,37,22,5,4,15,16,0.558,0.444,0.8,6,49,32,13,6,18,25,3,1
2018-01-08,40,"ATL","LAC","0","0",0.396,0.27,0.724,19,56,20,9,8,14,26,0.447,0.5,0.676,14,47,16,10,9,16,25,3,4
2018-01-10,41,"ATL","DEN","0","1",0.5,0.444,1,6,44,25,6,4,16,23,0.4,0.243,0.6,14,40,27,13,6,12,18,3,3
2018-01-17,44,"ATL","NOP","1","1",0.416,0.25,0.769,12,43,32,5,3,10,22,0.438,0.37,0.684,9,43,27,5,6,12,20,3,4
2018-01-22,46,"ATL","UTA","1","1",0.482,0.462,1,10,44,24,8,5,17,24,0.434,0.267,0.714,7,39,20,8,6,16,15,3,2
2018-01-24,47,"ATL","TOR","1","0",0.394,0.333,0.706,12,47,19,8,9,16,21,0.438,0.389,0.64,12,52,25,10,12,17,22,3,4
2018-01-26,48,"ATL","CHO","0","0",0.468,0.5,0.84,6,39,23,6,5,20,26,0.455,0.382,0.875,11,43,25,13,8,11,25,3,3
2018-01-31,51,"ATL","CHO","1","0",0.506,0.375,0.909,4,29,26,5,4,9,16,0.511,0.531,0.778,12,42,29,6,1,10,21,3,3
2018-02-02,52,"ATL","BOS","0","0",0.425,0.355,0.912,4,36,21,6,4,12,18,0.506,0.458,0.9,7,42,26,8,3,11,23,3,3
2018-02-06,54,"ATL","MEM","1","1",0.506,0.32,0.762,8,36,29,13,5,13,16,0.43,0.182,0.769,9,37,23,7,5,25,24,3,1
2018-02-08,55,"ATL","ORL","0","0",0.425,0.4,0.667,9,46,25,4,7,17,23,0.429,0.31,0.864,8,36,20,10,6,13,22,3,1
2018-02-11,57,"ATL","DET","1","1",0.487,0.345,0.865,4,35,27,10,3,13,26,0.458,0.394,0.788,12,40,30,6,4,15,28,3,1
2018-02-13,58,"ATL","MIL","0","0",0.384,0.343,0.7,14,50,21,7,6,12,14,0.432,0.32,0.765,14,48,23,6,10,10,18,3,2
2018-02-23,60,"ATL","IND","0","0",0.451,0.226,0.632,6,40,14,9,7,22,20,0.475,0.321,0.846,15,57,30,17,3,17,20,3,2
2018-03-02,63,"ATL","GSW","1","0",0.442,0.429,0.9,3,35,21,10,2,19,21,0.532,0.355,0.864,2,35,33,12,5,18,20,3,4
2018-03-09,66,"ATL","IND","0","0",0.415,0.303,0.9,6,35,21,11,4,18,13,0.495,0.5,0.8,9,49,21,11,3,16,16,3,2
2018-03-11,67,"ATL","CHI","1","0",0.512,0.475,0.864,5,42,32,2,5,15,14,0.49,0.459,0.842,13,47,31,10,4,5,24,3,2
2018-03-13,68,"ATL","OKC","1","0",0.425,0.419,0.833,13,47,26,5,5,15,25,0.472,0.457,0.76,9,38,27,9,11,7,21,3,4
2018-03-15,69,"ATL","CHO","1","0",0.467,0.444,0.654,6,46,30,5,2,11,27,0.529,0.515,0.667,6,45,30,3,3,10,21,3,3
2018-03-17,70,"ATL","MIL","0","0",0.459,0.333,0.964,8,44,23,7,4,19,25,0.477,0.44,0.906,9,44,31,12,8,12,24,3,2
2018-03-20,71,"ATL","UTA","0","1",0.404,0.273,0.737,11,52,21,7,3,13,23,0.371,0.176,0.88,12,51,16,8,8,16,22,3,2
2018-03-22,72,"ATL","SAC","0","0",0.393,0.333,0.667,6,40,19,7,2,12,10,0.462,0.476,1,12,51,28,8,9,13,18,3,2
2018-03-23,73,"ATL","GSW","0","0",0.44,0.344,0.45,5,44,24,5,5,11,14,0.452,0.4,0.909,10,46,28,8,6,7,17,3,4
2018-03-25,74,"ATL","HOU","0","0",0.443,0.275,0.909,7,45,18,5,2,13,14,0.489,0.385,0.909,6,45,28,7,4,11,12,3,4
2018-03-28,75,"ATL","MIN","0","0",0.532,0.481,0.826,4,37,26,10,2,20,22,0.533,0.433,0.81,7,37,33,9,1,13,20,3,3
2018-03-30,76,"ATL","PHI","1","0",0.356,0.231,0.667,15,59,24,9,4,16,14,0.442,0.211,0.692,9,53,34,10,6,15,18,3,1
2018-04-01,77,"ATL","ORL","1","1",0.482,0.306,1,5,52,33,0,3,14,15,0.344,0.278,0.923,11,41,19,8,6,5,10,3,1
2018-04-04,79,"ATL","MIA","1","0",0.367,0.3,0.647,10,48,20,5,6,15,16,0.447,0.447,0.824,10,54,23,9,10,11,17,3,2
2018-04-06,80,"ATL","WAS","0","1",0.481,0.333,0.696,7,50,24,5,5,18,22,0.402,0.36,0.783,9,45,18,8,4,12,15,3,3
2018-04-10,82,"ATL","PHI","1","0",0.418,0.351,0.692,8,39,27,10,3,10,24,0.494,0.459,0.6,11,54,29,7,8,18,22,3,1
2017-10-17,1,"BOS","CLE","0","0",0.409,0.25,0.76,9,46,24,11,4,10,24,0.458,0.227,0.84,9,50,19,3,4,17,25,3,4
2017-10-18,2,"BOS","MIL","1","0",0.429,0.393,0.524,11,43,23,12,2,12,27,0.5,0.333,0.833,6,45,19,6,4,15,22,3,2
2017-10-20,3,"BOS","PHI","0","1",0.417,0.345,0.688,14,55,16,4,5,19,24,0.38,0.313,0.75,14,47,20,7,4,16,30,3,1
2017-10-24,4,"BOS","NYK","1","1",0.493,0.483,0.815,5,41,26,11,7,12,24,0.424,0.083,0.64,11,43,20,8,2,14,17,3,1
2017-10-26,5,"BOS","MIL","0","1",0.423,0.367,0.864,6,45,21,7,4,15,14,0.455,0.44,0.571,2,37,22,6,3,16,20,3,2
2017-11-01,8,"BOS","SAC","1","1",0.488,0.415,0.842,16,52,30,10,3,16,19,0.432,0.3,0.833,7,26,24,10,5,15,18,3,2
2017-11-03,9,"BOS","OKC","0","1",0.429,0.464,0.667,11,49,23,6,2,10,14,0.402,0.371,0.786,11,48,20,4,7,12,18,3,4
2017-11-05,10,"BOS","ORL","0","1",0.438,0.333,0.75,9,54,26,10,1,13,21,0.363,0.207,0.889,10,45,18,4,4,13,19,3,1
2017-11-08,12,"BOS","LAL","1","1",0.388,0.241,0.774,16,48,20,8,6,13,20,0.435,0.208,0.739,12,48,16,8,8,20,30,3,1
2017-11-10,13,"BOS","CHO","1","1",0.357,0.29,0.84,9,49,15,6,5,13,26,0.388,0.273,0.576,7,47,20,5,7,14,21,3,3
2017-11-12,14,"BOS","TOR","1","1",0.402,0.385,0.789,15,46,24,9,2,14,18,0.464,0.417,0.87,6,36,18,8,8,17,20,3,4
2017-11-14,15,"BOS","BRK","0","1",0.453,0.333,0.815,9,49,15,8,3,14,14,0.443,0.4,0.625,9,43,26,4,3,14,24,3,1
2017-11-18,17,"BOS","ATL","0","1",0.476,0.471,0.8,9,41,21,9,6,15,22,0.474,0.375,0.8,6,35,24,7,1,13,19,3,3
2017-11-20,18,"BOS","DAL","0","1",0.452,0.361,0.808,5,53,24,8,4,17,24,0.406,0.212,0.85,8,45,18,7,3,11,22,3,2
2017-11-22,19,"BOS","MIA","0","0",0.417,0.346,0.704,7,37,19,11,4,11,19,0.494,0.357,0.875,7,48,20,3,4,16,22,3,2
2017-11-24,20,"BOS","ORL","1","1",0.462,0.405,0.68,13,46,27,6,10,8,20,0.432,0.375,0.632,16,51,21,6,4,12,16,3,1
2017-11-25,21,"BOS","IND","0","1",0.563,0.4,0.889,4,30,22,8,4,14,13,0.487,0.304,1,10,36,20,9,2,18,14,3,2
2017-11-27,22,"BOS","DET","1","0",0.519,0.485,0.571,5,36,27,2,4,17,23,0.518,0.44,0.826,8,40,26,8,2,8,19,3,1
2017-11-30,23,"BOS","PHI","1","1",0.506,0.414,0.8,7,40,25,7,7,16,20,0.417,0.5,0.611,15,45,24,11,1,19,22,3,1
2017-12-02,24,"BOS","PHO","1","1",0.525,0.452,0.783,4,31,32,8,6,9,16,0.475,0.292,0.727,16,47,24,8,1,10,19,3,1
2017-12-04,25,"BOS","MIL","1","1",0.551,0.455,0.789,8,45,25,5,3,14,20,0.449,0.429,0.875,3,28,17,6,2,9,17,3,2
2017-12-06,26,"BOS","DAL","1","1",0.414,0.353,0.765,9,53,25,8,8,11,15,0.395,0.321,0.765,6,45,19,7,5,9,12,3,2
2017-12-08,27,"BOS","SAS","0","0",0.458,0.289,0.882,11,39,14,10,0,14,22,0.469,0.296,0.875,14,46,16,6,3,13,14,3,4
2017-12-10,28,"BOS","DET","0","1",0.418,0.367,0.778,9,50,16,4,4,13,18,0.333,0.303,0.789,11,46,14,7,4,9,16,3,1
2017-12-15,31,"BOS","UTA","1","0",0.407,0.29,0.842,2,31,20,10,5,8,18,0.482,0.52,0.778,9,55,19,6,2,15,20,3,2
2017-12-16,32,"BOS","MEM","0","1",0.488,0.467,0.714,14,42,21,6,6,16,19,0.405,0.412,0.882,10,38,18,8,3,13,19,3,1
2017-12-18,33,"BOS","IND","0","1",0.557,0.615,0.571,6,38,26,6,4,19,31,0.468,0.333,0.789,9,38,14,12,3,12,16,3,2
2017-12-20,34,"BOS","MIA","1","0",0.375,0.406,0.762,5,44,18,5,5,10,22,0.44,0.357,0.56,6,46,23,6,3,12,16,3,2
2017-12-21,35,"BOS","NYK","0","0",0.384,0.342,0.737,9,35,17,11,1,10,20,0.456,0.571,0.846,11,49,13,8,3,17,20,3,1
2017-12-23,36,"BOS","CHI","1","1",0.478,0.375,0.81,8,46,29,9,5,5,18,0.395,0.368,0.68,12,51,24,4,2,15,16,3,2
2017-12-25,37,"BOS","WAS","1","0",0.481,0.483,0.647,8,45,20,2,4,16,23,0.462,0.231,0.679,14,47,26,6,4,8,17,3,3
2017-12-28,39,"BOS","HOU","1","1",0.451,0.276,0.708,10,44,18,9,8,16,22,0.375,0.326,0.774,7,43,16,9,3,16,23,3,4
2017-12-31,40,"BOS","BRK","1","1",0.494,0.424,0.64,8,50,21,7,8,17,22,0.411,0.306,0.842,11,45,25,5,4,9,19,3,1
2018-01-03,41,"BOS","CLE","1","1",0.446,0.333,0.727,9,52,27,9,2,15,20,0.348,0.25,1,9,48,16,6,7,14,17,3,4
2018-01-05,42,"BOS","MIN","1","1",0.404,0.167,0.692,17,56,24,6,4,10,22,0.368,0.304,0.75,9,43,15,6,5,12,15,3,3
2018-01-06,43,"BOS","BRK","0","1",0.378,0.278,0.533,12,44,12,8,13,4,17,0.33,0.194,0.864,12,55,11,2,11,16,14,3,1
2018-01-21,47,"BOS","ORL","1","0",0.435,0.296,0.929,11,44,22,6,9,15,18,0.467,0.286,0.688,13,44,20,7,9,10,19,3,1
2018-01-23,48,"BOS","LAL","0","0",0.467,0.341,0.8,7,42,22,3,5,11,25,0.44,0.269,0.583,14,51,18,6,2,10,16,3,1
2018-01-24,49,"BOS","LAC","0","1",0.419,0.35,0.955,10,47,25,10,3,13,28,0.443,0.238,0.692,10,40,26,6,5,19,15,3,4
2018-01-31,52,"BOS","NYK","1","1",0.482,0.423,0.6,5,49,27,8,3,9,22,0.322,0.176,0.667,9,44,16,4,4,14,17,3,1
2018-02-02,53,"BOS","ATL","1","1",0.506,0.458,0.9,7,42,26,8,3,11,23,0.425,0.355,0.912,4,36,21,6,4,12,18,3,3
2018-02-06,55,"BOS","TOR","0","0",0.398,0.435,0.75,9,38,21,3,3,17,19,0.5,0.472,0.824,5,40,29,10,4,15,18,3,4
2018-02-08,56,"BOS","WAS","0","1",0.464,0.346,0.676,7,45,16,9,6,18,20,0.4,0.462,0.8,17,52,28,11,4,20,23,3,3
2018-02-11,58,"BOS","CLE","1","0",0.404,0.263,0.773,13,43,22,3,4,14,14,0.536,0.533,0.75,5,41,22,7,6,11,20,3,4
2018-02-23,60,"BOS","DET","0","1",0.482,0.436,0.611,10,42,30,8,5,11,22,0.435,0.303,0.667,12,45,16,4,4,13,18,3,1
2018-03-03,64,"BOS","HOU","0","0",0.484,0.542,0.905,10,38,22,6,3,13,21,0.448,0.388,0.867,10,40,24,11,5,10,21,3,4
2018-03-05,65,"BOS","CHI","0","1",0.488,0.333,0.917,12,53,25,7,4,18,13,0.395,0.364,0.65,7,36,18,14,1,13,16,3,2
2018-03-11,67,"BOS","IND","1","0",0.42,0.324,0.81,10,42,26,10,5,16,13,0.481,0.545,0.9,6,39,26,9,7,18,20,3,2
2018-03-16,69,"BOS","ORL","0","1",0.378,0.346,0.75,16,55,16,7,6,18,17,0.391,0.179,0.909,7,40,14,12,7,15,23,3,1
2018-03-18,70,"BOS","NOP","0","0",0.402,0.346,0.5,9,44,17,8,3,12,21,0.5,0.333,0.8,5,44,33,9,5,10,13,3,4
2018-03-20,71,"BOS","OKC","1","1",0.414,0.361,0.938,11,52,22,6,5,17,24,0.412,0.37,0.655,8,44,19,6,6,13,20,3,4
2018-03-23,72,"BOS","POR","0","1",0.455,0.611,0.923,9,45,22,5,4,13,18,0.44,0.242,0.8,11,43,16,8,5,8,20,3,3
2018-03-25,73,"BOS","SAC","0","1",0.556,0.545,0.706,3,35,23,9,2,15,11,0.463,0.269,1,7,34,18,7,1,14,16,3,2
2018-03-26,74,"BOS","PHO","0","1",0.425,0.483,1,10,44,24,10,3,12,19,0.444,0.343,0.526,11,47,18,8,5,15,18,3,1
2018-03-28,75,"BOS","UTA","0","1",0.443,0.571,0.75,11,42,20,11,2,16,18,0.415,0.273,0.81,12,45,25,7,6,16,18,3,2
2018-04-04,78,"BOS","TOR","0","0",0.333,0.136,0.893,8,43,10,7,3,16,16,0.435,0.303,0.75,12,48,23,10,6,10,25,3,4
2018-04-06,79,"BOS","CHI","1","1",0.556,0.412,0.412,6,46,35,9,7,18,15,0.465,0.467,0.588,9,43,25,15,0,17,22,3,2
2018-04-10,81,"BOS","WAS","0","0",0.379,0.394,0.815,13,44,22,14,1,16,18,0.494,0.5,0.8,10,51,32,8,3,20,24,3,3
2018-04-11,82,"BOS","BRK","1","1",0.451,0.25,0.8,20,62,22,6,6,13,14,0.407,0.275,0.75,10,44,27,10,6,15,12,3,1
2017-10-18,1,"BRK","IND","0","0",0.479,0.4,0.906,11,43,22,7,2,20,25,0.52,0.265,0.781,14,47,29,12,9,14,25,1,2
2017-10-20,2,"BRK","ORL","1","1",0.5,0.333,0.714,15,48,22,13,6,18,17,0.506,0.545,0.867,9,40,30,9,3,22,27,1,1
2017-10-22,3,"BRK","ATL","1","1",0.471,0.407,0.676,13,51,27,12,8,18,27,0.34,0.259,0.917,16,48,21,6,2,16,25,1,3
2017-10-24,4,"BRK","ORL","0","0",0.417,0.314,0.882,14,49,21,8,4,15,27,0.494,0.348,0.875,6,44,20,8,5,11,23,1,1
2017-10-25,5,"BRK","CLE","1","1",0.43,0.37,0.714,10,38,22,11,3,12,22,0.481,0.343,0.654,9,47,21,5,7,21,17,1,4
2017-10-27,6,"BRK","NYK","0","0",0.4,0.367,0.714,5,35,18,5,1,16,20,0.449,0.333,0.588,19,55,19,7,6,11,19,1,1
2017-10-29,7,"BRK","DEN","1","0",0.406,0.387,0.677,17,56,24,5,4,15,18,0.5,0.55,0.864,4,46,23,7,7,6,22,1,3
2017-10-31,8,"BRK","PHO","1","0",0.412,0.29,0.7,7,44,15,9,4,7,22,0.469,0.455,0.917,10,66,18,5,5,18,26,1,1
2017-11-03,9,"BRK","LAL","0","0",0.407,0.237,0.763,8,43,23,8,5,16,22,0.511,0.429,0.704,7,57,26,10,7,16,29,1,1
2017-11-10,12,"BRK","POR","0","1",0.429,0.316,0.579,11,49,25,7,4,10,13,0.421,0.348,0.818,12,51,17,4,4,10,17,1,3
2017-11-11,13,"BRK","UTA","0","0",0.461,0.304,0.744,10,41,13,7,4,17,22,0.482,0.379,0.84,12,44,19,12,3,16,29,1,2
2017-11-14,14,"BRK","BOS","1","0",0.443,0.4,0.625,9,43,26,4,3,14,24,0.453,0.333,0.815,9,49,15,8,3,14,14,1,3
2017-11-17,15,"BRK","UTA","1","1",0.512,0.459,0.75,4,36,27,8,2,12,21,0.494,0.462,0.708,10,39,21,6,6,16,19,1,2
2017-11-19,16,"BRK","GSW","1","0",0.358,0.333,0.692,13,52,24,7,2,13,21,0.511,0.417,0.696,6,57,29,8,14,15,27,1,4
2017-11-22,17,"BRK","CLE","0","0",0.519,0.378,0.688,8,42,26,5,2,19,21,0.524,0.412,0.704,4,33,21,8,2,10,19,1,4
2017-11-24,18,"BRK","POR","1","0",0.5,0.4,0.714,13,47,25,4,6,9,22,0.5,0.4,0.714,12,45,24,5,13,7,16,1,3
2017-11-26,19,"BRK","MEM","0","1",0.446,0.448,0.826,12,43,19,7,7,17,22,0.4,0.32,0.889,11,35,15,8,3,14,24,1,1
2017-11-27,20,"BRK","HOU","0","0",0.465,0.256,0.765,6,43,24,5,4,13,19,0.488,0.4,0.65,8,42,31,8,4,15,19,1,4
2017-12-02,22,"BRK","ATL","1","0",0.415,0.405,0.81,12,46,26,1,8,19,18,0.475,0.37,0.714,13,47,18,12,5,8,19,1,3
2017-12-04,23,"BRK","ATL","0","1",0.482,0.417,0.867,12,52,29,7,6,22,28,0.366,0.3,0.778,9,38,18,9,2,18,19,1,3
2017-12-09,25,"BRK","MIA","1","0",0.407,0.259,0.842,8,43,16,3,3,12,17,0.467,0.296,0.643,8,44,15,6,8,5,17,1,2
2017-12-12,26,"BRK","WAS","1","1",0.405,0.233,0.758,9,53,26,4,6,14,21,0.4,0.182,0.818,12,49,18,8,3,10,26,1,3
2017-12-14,27,"BRK","NYK","1","0",0.446,0.286,0.783,11,43,21,10,4,17,21,0.461,0.5,0.864,12,40,23,11,4,13,23,1,1
2017-12-15,28,"BRK","TOR","0","0",0.421,0.304,0.842,6,37,16,4,1,22,14,0.557,0.25,0.556,11,45,26,11,5,8,16,1,4
2017-12-17,29,"BRK","IND","1","0",0.42,0.364,0.81,7,29,26,7,2,9,17,0.566,0.444,0.789,6,43,21,6,7,15,20,1,2
2017-12-20,30,"BRK","SAC","1","0",0.39,0.357,0.87,14,38,15,5,7,10,19,0.488,0.368,0.85,13,48,14,4,4,12,19,1,2
2017-12-22,31,"BRK","WAS","1","1",0.5,0.341,0.81,13,60,29,4,4,14,17,0.366,0.25,0.733,7,35,22,7,1,7,18,1,3
2017-12-23,32,"BRK","IND","0","0",0.429,0.444,0.76,18,51,24,2,2,10,20,0.522,0.435,0.792,7,41,31,8,9,8,25,1,2
2017-12-29,35,"BRK","MIA","0","1",0.494,0.423,0.88,8,54,25,8,4,18,23,0.337,0.115,0.774,12,43,12,9,3,11,18,1,2
2017-12-31,36,"BRK","BOS","0","0",0.411,0.306,0.842,11,45,25,5,4,9,19,0.494,0.424,0.64,8,50,21,7,8,17,22,1,3
2018-01-01,37,"BRK","ORL","1","1",0.439,0.36,0.739,10,52,17,7,10,13,22,0.365,0.194,0.76,19,52,16,5,5,12,18,1,1
2018-01-03,38,"BRK","MIN","1","1",0.514,0.467,0.909,4,38,22,3,3,19,23,0.45,0.091,0.8,7,32,10,9,4,8,12,1,3
2018-01-06,39,"BRK","BOS","1","0",0.33,0.194,0.864,12,55,11,2,11,16,14,0.378,0.278,0.533,12,44,12,8,13,4,17,1,3
2018-01-08,40,"BRK","TOR","1","0",0.39,0.364,0.821,11,55,22,8,2,16,27,0.426,0.294,0.783,8,51,19,7,12,15,27,1,4
2018-01-10,41,"BRK","DET","1","0",0.365,0.324,0.933,2,35,19,11,2,17,11,0.516,0.476,0.667,11,54,24,10,4,13,14,1,1
2018-01-13,43,"BRK","WAS","0","0",0.424,0.279,0.85,13,47,28,6,3,15,22,0.495,0.435,0.739,6,47,31,10,3,15,19,1,3
2018-01-17,45,"BRK","SAS","1","0",0.422,0.361,0.667,6,47,23,3,1,14,28,0.415,0.474,0.742,7,42,24,8,4,9,20,1,4
2018-01-21,47,"BRK","DET","0","1",0.463,0.419,0.7,7,46,23,1,3,15,18,0.422,0.31,0.882,7,43,21,3,4,6,19,1,1
2018-01-23,48,"BRK","OKC","0","0",0.468,0.421,0.72,8,45,27,1,5,12,25,0.426,0.28,0.688,16,50,12,7,4,4,18,1,4
2018-01-26,49,"BRK","MIL","0","0",0.371,0.235,0.85,11,45,18,5,2,14,19,0.518,0.522,0.9,3,44,28,9,6,9,17,1,2
2018-01-30,51,"BRK","NYK","0","0",0.414,0.243,0.875,11,49,15,6,3,17,21,0.438,0.5,0.8,12,47,22,6,6,11,13,1,1
2018-01-31,52,"BRK","PHI","1","1",0.506,0.406,0.893,9,39,19,3,9,11,26,0.474,0.389,0.853,6,33,17,7,5,8,21,1,1
2018-02-02,53,"BRK","LAL","1","0",0.451,0.31,0.696,5,38,20,7,8,11,18,0.424,0.385,0.7,18,56,21,5,6,15,18,1,1
2018-02-06,55,"BRK","HOU","1","0",0.482,0.457,0.882,10,37,24,8,2,11,17,0.556,0.485,0.81,8,40,16,7,7,11,14,1,4
2018-02-07,56,"BRK","DET","0","0",0.433,0.333,0.917,8,50,33,4,6,19,20,0.478,0.375,0.72,8,46,20,10,3,7,12,1,1
2018-02-22,60,"BRK","CHO","0","0",0.387,0.326,0.714,11,41,27,6,8,9,23,0.483,0.524,0.8,13,54,29,3,6,14,15,1,3
2018-03-01,63,"BRK","SAC","0","0",0.417,0.37,0.824,16,51,27,10,4,21,14,0.515,0.429,0.833,11,44,23,15,6,15,13,1,2
2018-03-11,67,"BRK","PHI","1","0",0.388,0.357,0.875,13,42,17,5,5,18,19,0.526,0.346,0.611,12,48,33,12,7,9,19,1,1
2018-03-13,68,"BRK","TOR","1","0",0.407,0.417,0.895,9,38,21,9,6,11,19,0.484,0.355,0.81,13,53,27,7,6,11,20,1,4
2018-03-16,69,"BRK","PHI","0","0",0.449,0.5,0.778,11,47,25,4,5,12,22,0.453,0.444,0.846,13,42,30,9,3,5,21,1,1
2018-03-17,70,"BRK","DAL","1","1",0.512,0.389,0.737,10,43,25,4,6,10,14,0.446,0.545,0.857,13,45,25,5,3,10,21,1,2
2018-03-19,71,"BRK","MEM","1","1",0.5,0.4,0.75,9,41,27,5,9,22,22,0.523,0.435,0.65,11,42,21,11,3,16,33,1,1
2018-03-21,72,"BRK","CHO","1","0",0.419,0.351,0.667,10,46,22,6,11,12,36,0.383,0.188,0.766,23,68,18,3,2,13,16,1,3
2018-03-23,73,"BRK","TOR","0","0",0.488,0.407,0.613,5,40,21,5,9,9,23,0.477,0.5,0.69,5,43,26,5,7,10,24,1,4
2018-03-25,74,"BRK","CLE","1","0",0.458,0.459,0.808,7,38,27,7,3,9,23,0.506,0.429,0.808,11,49,25,5,2,11,21,1,4
2018-03-28,75,"BRK","ORL","0","1",0.46,0.353,0.864,11,48,28,6,5,8,17,0.435,0.355,0.813,11,44,25,4,4,9,18,1,1
2018-04-01,77,"BRK","DET","1","0",0.425,0.279,0.667,6,40,23,5,5,12,22,0.452,0.368,0.781,10,53,17,9,3,9,16,1,1
2018-04-05,79,"BRK","MIL","0","1",0.547,0.487,0.857,4,41,30,3,12,17,21,0.441,0.25,0.8,12,41,21,12,2,8,19,1,2
2018-04-07,80,"BRK","CHI","0","1",0.5,0.436,0.727,5,46,36,11,10,13,18,0.409,0.207,0.857,4,39,16,8,1,13,14,1,2
2018-04-09,81,"BRK","CHI","1","1",0.5,0.429,0.933,6,38,32,8,10,17,15,0.483,0.429,0.583,10,44,26,7,6,19,17,1,2
2018-04-11,82,"BRK","BOS","0","0",0.407,0.275,0.75,10,44,27,10,6,15,12,0.451,0.25,0.8,20,62,22,6,6,13,14,1,3
2017-10-18,1,"CHO","DET","0","0",0.397,0.3,0.793,3,47,16,4,3,17,15,0.427,0.346,0.917,9,47,24,14,3,8,21,3,1
2017-10-20,2,"CHO","ATL","1","1",0.43,0.306,0.8,12,57,17,5,4,21,18,0.379,0.233,0.857,6,38,19,11,4,13,29,3,3
2017-10-23,3,"CHO","MIL","0","0",0.423,0.269,0.583,10,48,17,3,5,14,21,0.471,0.346,0.875,5,42,24,8,4,13,27,3,2
2017-10-25,4,"CHO","DEN","1","1",0.469,0.419,0.808,10,50,17,5,5,14,16,0.38,0.258,0.6,18,51,18,6,1,13,23,3,3
2017-10-27,5,"CHO","HOU","1","0",0.375,0.379,0.571,11,44,16,6,5,9,14,0.447,0.386,0.846,7,51,21,5,6,15,26,3,4
2017-10-29,6,"CHO","ORL","1","1",0.546,0.333,0.471,12,59,31,6,7,17,24,0.423,0.333,0.769,9,39,28,11,4,11,20,3,1
2017-11-01,8,"CHO","MIL","1","1",0.536,0.56,0.759,7,41,21,5,3,11,18,0.495,0.528,0.8,9,40,29,3,3,14,25,3,2
2017-11-03,9,"CHO","SAS","0","0",0.413,0.333,0.643,11,46,16,11,1,12,20,0.47,0.333,0.808,7,45,31,7,6,15,26,3,4
2017-11-05,10,"CHO","MIN","0","0",0.416,0.321,0.524,10,40,24,8,3,11,24,0.458,0.417,0.867,12,54,20,4,4,16,19,3,3
2017-11-10,12,"CHO","BOS","0","0",0.388,0.273,0.576,7,47,20,5,7,14,21,0.357,0.29,0.84,9,49,15,6,5,13,26,3,3
2017-11-15,13,"CHO","CLE","1","0",0.477,0.231,0.679,8,41,21,7,5,13,19,0.442,0.342,0.9,16,51,25,9,4,13,24,3,4
2017-11-17,14,"CHO","CHI","0","0",0.519,0.476,0.765,5,42,19,3,2,12,15,0.516,0.5,0.923,4,35,26,9,2,11,23,3,2
2017-11-18,15,"CHO","LAC","1","1",0.391,0.423,0.793,8,49,20,7,9,8,16,0.398,0.276,0.684,7,44,18,5,6,14,22,3,4
2017-11-20,16,"CHO","MIN","1","1",0.494,0.423,0.793,11,52,22,5,7,17,18,0.411,0.222,0.846,10,38,13,8,6,10,21,3,3
2017-11-22,17,"CHO","WAS","1","1",0.473,0.357,0.825,14,48,23,5,5,11,20,0.485,0.333,0.773,9,43,25,4,6,12,29,3,3
2017-11-24,18,"CHO","CLE","0","0",0.383,0.379,0.593,15,55,25,4,3,9,17,0.458,0.333,0.733,3,45,25,4,7,12,24,3,4
2017-11-25,19,"CHO","SAS","1","0",0.369,0.16,0.769,14,42,20,7,4,14,19,0.481,0.24,0.88,8,45,22,8,7,11,19,3,4
2017-12-01,21,"CHO","MIA","0","0",0.481,0.25,0.905,10,40,21,9,5,22,24,0.488,0.4,0.619,9,39,25,8,4,21,24,3,2
